crystal	xmetric	ymetric	xindex	yindex	
0	-587.5	-587.5	0	0	
1	-562.5	-587.5	1	0	
2	-537.5	-587.5	2	0	
3	-512.5	-587.5	3	0	
4	-487.5	-587.5	4	0	
5	-462.5	-587.5	5	0	
6	-437.5	-587.5	6	0	
7	-412.5	-587.5	7	0	
8	-387.5	-587.5	8	0	
9	-362.5	-587.5	9	0	
10	-337.5	-587.5	10	0	
11	-312.5	-587.5	11	0	
12	-287.5	-587.5	12	0	
13	-262.5	-587.5	13	0	
14	-237.5	-587.5	14	0	
15	-212.5	-587.5	15	0	
16	-187.5	-587.5	16	0	
17	-162.5	-587.5	17	0	
18	-137.5	-587.5	18	0	
19	-112.5	-587.5	19	0	
20	-87.5	-587.5	20	0	
21	-62.5	-587.5	21	0	
22	-37.5	-587.5	22	0	
23	-12.5	-587.5	23	0	
24	12.5	-587.5	24	0	
25	37.5	-587.5	25	0	
26	62.5	-587.5	26	0	
27	87.5	-587.5	27	0	
28	112.5	-587.5	28	0	
29	137.5	-587.5	29	0	
30	162.5	-587.5	30	0	
31	187.5	-587.5	31	0	
32	212.5	-587.5	32	0	
33	237.5	-587.5	33	0	
34	262.5	-587.5	34	0	
35	287.5	-587.5	35	0	
36	312.5	-587.5	36	0	
37	337.5	-587.5	37	0	
38	362.5	-587.5	38	0	
39	387.5	-587.5	39	0	
40	412.5	-587.5	40	0	
41	437.5	-587.5	41	0	
42	462.5	-587.5	42	0	
43	487.5	-587.5	43	0	
44	512.5	-587.5	44	0	
45	537.5	-587.5	45	0	
46	562.5	-587.5	46	0	
47	587.5	-587.5	47	0	
48	-587.5	-562.5	0	1	
49	-562.5	-562.5	1	1	
50	-537.5	-562.5	2	1	
51	-512.5	-562.5	3	1	
52	-487.5	-562.5	4	1	
53	-462.5	-562.5	5	1	
54	-437.5	-562.5	6	1	
55	-412.5	-562.5	7	1	
56	-387.5	-562.5	8	1	
57	-362.5	-562.5	9	1	
58	-337.5	-562.5	10	1	
59	-312.5	-562.5	11	1	
60	-287.5	-562.5	12	1	
61	-262.5	-562.5	13	1	
62	-237.5	-562.5	14	1	
63	-212.5	-562.5	15	1	
64	-187.5	-562.5	16	1	
65	-162.5	-562.5	17	1	
66	-137.5	-562.5	18	1	
67	-112.5	-562.5	19	1	
68	-87.5	-562.5	20	1	
69	-62.5	-562.5	21	1	
70	-37.5	-562.5	22	1	
71	-12.5	-562.5	23	1	
72	12.5	-562.5	24	1	
73	37.5	-562.5	25	1	
74	62.5	-562.5	26	1	
75	87.5	-562.5	27	1	
76	112.5	-562.5	28	1	
77	137.5	-562.5	29	1	
78	162.5	-562.5	30	1	
79	187.5	-562.5	31	1	
80	212.5	-562.5	32	1	
81	237.5	-562.5	33	1	
82	262.5	-562.5	34	1	
83	287.5	-562.5	35	1	
84	312.5	-562.5	36	1	
85	337.5	-562.5	37	1	
86	362.5	-562.5	38	1	
87	387.5	-562.5	39	1	
88	412.5	-562.5	40	1	
89	437.5	-562.5	41	1	
90	462.5	-562.5	42	1	
91	487.5	-562.5	43	1	
92	512.5	-562.5	44	1	
93	537.5	-562.5	45	1	
94	562.5	-562.5	46	1	
95	587.5	-562.5	47	1	
96	-587.5	-537.5	0	2	
97	-562.5	-537.5	1	2	
98	-537.5	-537.5	2	2	
99	-512.5	-537.5	3	2	
100	-487.5	-537.5	4	2	
101	-462.5	-537.5	5	2	
102	-437.5	-537.5	6	2	
103	-412.5	-537.5	7	2	
104	-387.5	-537.5	8	2	
105	-362.5	-537.5	9	2	
106	-337.5	-537.5	10	2	
107	-312.5	-537.5	11	2	
108	-287.5	-537.5	12	2	
109	-262.5	-537.5	13	2	
110	-237.5	-537.5	14	2	
111	-212.5	-537.5	15	2	
112	-187.5	-537.5	16	2	
113	-162.5	-537.5	17	2	
114	-137.5	-537.5	18	2	
115	-112.5	-537.5	19	2	
116	-87.5	-537.5	20	2	
117	-62.5	-537.5	21	2	
118	-37.5	-537.5	22	2	
119	-12.5	-537.5	23	2	
120	12.5	-537.5	24	2	
121	37.5	-537.5	25	2	
122	62.5	-537.5	26	2	
123	87.5	-537.5	27	2	
124	112.5	-537.5	28	2	
125	137.5	-537.5	29	2	
126	162.5	-537.5	30	2	
127	187.5	-537.5	31	2	
128	212.5	-537.5	32	2	
129	237.5	-537.5	33	2	
130	262.5	-537.5	34	2	
131	287.5	-537.5	35	2	
132	312.5	-537.5	36	2	
133	337.5	-537.5	37	2	
134	362.5	-537.5	38	2	
135	387.5	-537.5	39	2	
136	412.5	-537.5	40	2	
137	437.5	-537.5	41	2	
138	462.5	-537.5	42	2	
139	487.5	-537.5	43	2	
140	512.5	-537.5	44	2	
141	537.5	-537.5	45	2	
142	562.5	-537.5	46	2	
143	587.5	-537.5	47	2	
144	-587.5	-512.5	0	3	
145	-562.5	-512.5	1	3	
146	-537.5	-512.5	2	3	
147	-512.5	-512.5	3	3	
148	-487.5	-512.5	4	3	
149	-462.5	-512.5	5	3	
150	-437.5	-512.5	6	3	
151	-412.5	-512.5	7	3	
152	-387.5	-512.5	8	3	
153	-362.5	-512.5	9	3	
154	-337.5	-512.5	10	3	
155	-312.5	-512.5	11	3	
156	-287.5	-512.5	12	3	
157	-262.5	-512.5	13	3	
158	-237.5	-512.5	14	3	
159	-212.5	-512.5	15	3	
160	-187.5	-512.5	16	3	
161	-162.5	-512.5	17	3	
162	-137.5	-512.5	18	3	
163	-112.5	-512.5	19	3	
164	-87.5	-512.5	20	3	
165	-62.5	-512.5	21	3	
166	-37.5	-512.5	22	3	
167	-12.5	-512.5	23	3	
168	12.5	-512.5	24	3	
169	37.5	-512.5	25	3	
170	62.5	-512.5	26	3	
171	87.5	-512.5	27	3	
172	112.5	-512.5	28	3	
173	137.5	-512.5	29	3	
174	162.5	-512.5	30	3	
175	187.5	-512.5	31	3	
176	212.5	-512.5	32	3	
177	237.5	-512.5	33	3	
178	262.5	-512.5	34	3	
179	287.5	-512.5	35	3	
180	312.5	-512.5	36	3	
181	337.5	-512.5	37	3	
182	362.5	-512.5	38	3	
183	387.5	-512.5	39	3	
184	412.5	-512.5	40	3	
185	437.5	-512.5	41	3	
186	462.5	-512.5	42	3	
187	487.5	-512.5	43	3	
188	512.5	-512.5	44	3	
189	537.5	-512.5	45	3	
190	562.5	-512.5	46	3	
191	587.5	-512.5	47	3	
192	-587.5	-487.5	0	4	
193	-562.5	-487.5	1	4	
194	-537.5	-487.5	2	4	
195	-512.5	-487.5	3	4	
196	-487.5	-487.5	4	4	
197	-462.5	-487.5	5	4	
198	-437.5	-487.5	6	4	
199	-412.5	-487.5	7	4	
200	-387.5	-487.5	8	4	
201	-362.5	-487.5	9	4	
202	-337.5	-487.5	10	4	
203	-312.5	-487.5	11	4	
204	-287.5	-487.5	12	4	
205	-262.5	-487.5	13	4	
206	-237.5	-487.5	14	4	
207	-212.5	-487.5	15	4	
208	-187.5	-487.5	16	4	
209	-162.5	-487.5	17	4	
210	-137.5	-487.5	18	4	
211	-112.5	-487.5	19	4	
212	-87.5	-487.5	20	4	
213	-62.5	-487.5	21	4	
214	-37.5	-487.5	22	4	
215	-12.5	-487.5	23	4	
216	12.5	-487.5	24	4	
217	37.5	-487.5	25	4	
218	62.5	-487.5	26	4	
219	87.5	-487.5	27	4	
220	112.5	-487.5	28	4	
221	137.5	-487.5	29	4	
222	162.5	-487.5	30	4	
223	187.5	-487.5	31	4	
224	212.5	-487.5	32	4	
225	237.5	-487.5	33	4	
226	262.5	-487.5	34	4	
227	287.5	-487.5	35	4	
228	312.5	-487.5	36	4	
229	337.5	-487.5	37	4	
230	362.5	-487.5	38	4	
231	387.5	-487.5	39	4	
232	412.5	-487.5	40	4	
233	437.5	-487.5	41	4	
234	462.5	-487.5	42	4	
235	487.5	-487.5	43	4	
236	512.5	-487.5	44	4	
237	537.5	-487.5	45	4	
238	562.5	-487.5	46	4	
239	587.5	-487.5	47	4	
240	-587.5	-462.5	0	5	
241	-562.5	-462.5	1	5	
242	-537.5	-462.5	2	5	
243	-512.5	-462.5	3	5	
244	-487.5	-462.5	4	5	
245	-462.5	-462.5	5	5	
246	-437.5	-462.5	6	5	
247	-412.5	-462.5	7	5	
248	-387.5	-462.5	8	5	
249	-362.5	-462.5	9	5	
250	-337.5	-462.5	10	5	
251	-312.5	-462.5	11	5	
252	-287.5	-462.5	12	5	
253	-262.5	-462.5	13	5	
254	-237.5	-462.5	14	5	
255	-212.5	-462.5	15	5	
256	-187.5	-462.5	16	5	
257	-162.5	-462.5	17	5	
258	-137.5	-462.5	18	5	
259	-112.5	-462.5	19	5	
260	-87.5	-462.5	20	5	
261	-62.5	-462.5	21	5	
262	-37.5	-462.5	22	5	
263	-12.5	-462.5	23	5	
264	12.5	-462.5	24	5	
265	37.5	-462.5	25	5	
266	62.5	-462.5	26	5	
267	87.5	-462.5	27	5	
268	112.5	-462.5	28	5	
269	137.5	-462.5	29	5	
270	162.5	-462.5	30	5	
271	187.5	-462.5	31	5	
272	212.5	-462.5	32	5	
273	237.5	-462.5	33	5	
274	262.5	-462.5	34	5	
275	287.5	-462.5	35	5	
276	312.5	-462.5	36	5	
277	337.5	-462.5	37	5	
278	362.5	-462.5	38	5	
279	387.5	-462.5	39	5	
280	412.5	-462.5	40	5	
281	437.5	-462.5	41	5	
282	462.5	-462.5	42	5	
283	487.5	-462.5	43	5	
284	512.5	-462.5	44	5	
285	537.5	-462.5	45	5	
286	562.5	-462.5	46	5	
287	587.5	-462.5	47	5	
288	-587.5	-437.5	0	6	
289	-562.5	-437.5	1	6	
290	-537.5	-437.5	2	6	
291	-512.5	-437.5	3	6	
292	-487.5	-437.5	4	6	
293	-462.5	-437.5	5	6	
294	-437.5	-437.5	6	6	
295	-412.5	-437.5	7	6	
296	-387.5	-437.5	8	6	
297	-362.5	-437.5	9	6	
298	-337.5	-437.5	10	6	
299	-312.5	-437.5	11	6	
300	-287.5	-437.5	12	6	
301	-262.5	-437.5	13	6	
302	-237.5	-437.5	14	6	
303	-212.5	-437.5	15	6	
304	-187.5	-437.5	16	6	
305	-162.5	-437.5	17	6	
306	-137.5	-437.5	18	6	
307	-112.5	-437.5	19	6	
308	-87.5	-437.5	20	6	
309	-62.5	-437.5	21	6	
310	-37.5	-437.5	22	6	
311	-12.5	-437.5	23	6	
312	12.5	-437.5	24	6	
313	37.5	-437.5	25	6	
314	62.5	-437.5	26	6	
315	87.5	-437.5	27	6	
316	112.5	-437.5	28	6	
317	137.5	-437.5	29	6	
318	162.5	-437.5	30	6	
319	187.5	-437.5	31	6	
320	212.5	-437.5	32	6	
321	237.5	-437.5	33	6	
322	262.5	-437.5	34	6	
323	287.5	-437.5	35	6	
324	312.5	-437.5	36	6	
325	337.5	-437.5	37	6	
326	362.5	-437.5	38	6	
327	387.5	-437.5	39	6	
328	412.5	-437.5	40	6	
329	437.5	-437.5	41	6	
330	462.5	-437.5	42	6	
331	487.5	-437.5	43	6	
332	512.5	-437.5	44	6	
333	537.5	-437.5	45	6	
334	562.5	-437.5	46	6	
335	587.5	-437.5	47	6	
336	-587.5	-412.5	0	7	
337	-562.5	-412.5	1	7	
338	-537.5	-412.5	2	7	
339	-512.5	-412.5	3	7	
340	-487.5	-412.5	4	7	
341	-462.5	-412.5	5	7	
342	-437.5	-412.5	6	7	
343	-412.5	-412.5	7	7	
344	-387.5	-412.5	8	7	
345	-362.5	-412.5	9	7	
346	-337.5	-412.5	10	7	
347	-312.5	-412.5	11	7	
348	-287.5	-412.5	12	7	
349	-262.5	-412.5	13	7	
350	-237.5	-412.5	14	7	
351	-212.5	-412.5	15	7	
352	-187.5	-412.5	16	7	
353	-162.5	-412.5	17	7	
354	-137.5	-412.5	18	7	
355	-112.5	-412.5	19	7	
356	-87.5	-412.5	20	7	
357	-62.5	-412.5	21	7	
358	-37.5	-412.5	22	7	
359	-12.5	-412.5	23	7	
360	12.5	-412.5	24	7	
361	37.5	-412.5	25	7	
362	62.5	-412.5	26	7	
363	87.5	-412.5	27	7	
364	112.5	-412.5	28	7	
365	137.5	-412.5	29	7	
366	162.5	-412.5	30	7	
367	187.5	-412.5	31	7	
368	212.5	-412.5	32	7	
369	237.5	-412.5	33	7	
370	262.5	-412.5	34	7	
371	287.5	-412.5	35	7	
372	312.5	-412.5	36	7	
373	337.5	-412.5	37	7	
374	362.5	-412.5	38	7	
375	387.5	-412.5	39	7	
376	412.5	-412.5	40	7	
377	437.5	-412.5	41	7	
378	462.5	-412.5	42	7	
379	487.5	-412.5	43	7	
380	512.5	-412.5	44	7	
381	537.5	-412.5	45	7	
382	562.5	-412.5	46	7	
383	587.5	-412.5	47	7	
384	-587.5	-387.5	0	8	
385	-562.5	-387.5	1	8	
386	-537.5	-387.5	2	8	
387	-512.5	-387.5	3	8	
388	-487.5	-387.5	4	8	
389	-462.5	-387.5	5	8	
390	-437.5	-387.5	6	8	
391	-412.5	-387.5	7	8	
392	-387.5	-387.5	8	8	
393	-362.5	-387.5	9	8	
394	-337.5	-387.5	10	8	
395	-312.5	-387.5	11	8	
396	-287.5	-387.5	12	8	
397	-262.5	-387.5	13	8	
398	-237.5	-387.5	14	8	
399	-212.5	-387.5	15	8	
400	-187.5	-387.5	16	8	
401	-162.5	-387.5	17	8	
402	-137.5	-387.5	18	8	
403	-112.5	-387.5	19	8	
404	-87.5	-387.5	20	8	
405	-62.5	-387.5	21	8	
406	-37.5	-387.5	22	8	
407	-12.5	-387.5	23	8	
408	12.5	-387.5	24	8	
409	37.5	-387.5	25	8	
410	62.5	-387.5	26	8	
411	87.5	-387.5	27	8	
412	112.5	-387.5	28	8	
413	137.5	-387.5	29	8	
414	162.5	-387.5	30	8	
415	187.5	-387.5	31	8	
416	212.5	-387.5	32	8	
417	237.5	-387.5	33	8	
418	262.5	-387.5	34	8	
419	287.5	-387.5	35	8	
420	312.5	-387.5	36	8	
421	337.5	-387.5	37	8	
422	362.5	-387.5	38	8	
423	387.5	-387.5	39	8	
424	412.5	-387.5	40	8	
425	437.5	-387.5	41	8	
426	462.5	-387.5	42	8	
427	487.5	-387.5	43	8	
428	512.5	-387.5	44	8	
429	537.5	-387.5	45	8	
430	562.5	-387.5	46	8	
431	587.5	-387.5	47	8	
432	-587.5	-362.5	0	9	
433	-562.5	-362.5	1	9	
434	-537.5	-362.5	2	9	
435	-512.5	-362.5	3	9	
436	-487.5	-362.5	4	9	
437	-462.5	-362.5	5	9	
438	-437.5	-362.5	6	9	
439	-412.5	-362.5	7	9	
440	-387.5	-362.5	8	9	
441	-362.5	-362.5	9	9	
442	-337.5	-362.5	10	9	
443	-312.5	-362.5	11	9	
444	-287.5	-362.5	12	9	
445	-262.5	-362.5	13	9	
446	-237.5	-362.5	14	9	
447	-212.5	-362.5	15	9	
448	-187.5	-362.5	16	9	
449	-162.5	-362.5	17	9	
450	-137.5	-362.5	18	9	
451	-112.5	-362.5	19	9	
452	-87.5	-362.5	20	9	
453	-62.5	-362.5	21	9	
454	-37.5	-362.5	22	9	
455	-12.5	-362.5	23	9	
456	12.5	-362.5	24	9	
457	37.5	-362.5	25	9	
458	62.5	-362.5	26	9	
459	87.5	-362.5	27	9	
460	112.5	-362.5	28	9	
461	137.5	-362.5	29	9	
462	162.5	-362.5	30	9	
463	187.5	-362.5	31	9	
464	212.5	-362.5	32	9	
465	237.5	-362.5	33	9	
466	262.5	-362.5	34	9	
467	287.5	-362.5	35	9	
468	312.5	-362.5	36	9	
469	337.5	-362.5	37	9	
470	362.5	-362.5	38	9	
471	387.5	-362.5	39	9	
472	412.5	-362.5	40	9	
473	437.5	-362.5	41	9	
474	462.5	-362.5	42	9	
475	487.5	-362.5	43	9	
476	512.5	-362.5	44	9	
477	537.5	-362.5	45	9	
478	562.5	-362.5	46	9	
479	587.5	-362.5	47	9	
480	-587.5	-337.5	0	10	
481	-562.5	-337.5	1	10	
482	-537.5	-337.5	2	10	
483	-512.5	-337.5	3	10	
484	-487.5	-337.5	4	10	
485	-462.5	-337.5	5	10	
486	-437.5	-337.5	6	10	
487	-412.5	-337.5	7	10	
488	-387.5	-337.5	8	10	
489	-362.5	-337.5	9	10	
490	-337.5	-337.5	10	10	
491	-312.5	-337.5	11	10	
492	-287.5	-337.5	12	10	
493	-262.5	-337.5	13	10	
494	-237.5	-337.5	14	10	
495	-212.5	-337.5	15	10	
496	-187.5	-337.5	16	10	
497	-162.5	-337.5	17	10	
498	-137.5	-337.5	18	10	
499	-112.5	-337.5	19	10	
500	-87.5	-337.5	20	10	
501	-62.5	-337.5	21	10	
502	-37.5	-337.5	22	10	
503	-12.5	-337.5	23	10	
504	12.5	-337.5	24	10	
505	37.5	-337.5	25	10	
506	62.5	-337.5	26	10	
507	87.5	-337.5	27	10	
508	112.5	-337.5	28	10	
509	137.5	-337.5	29	10	
510	162.5	-337.5	30	10	
511	187.5	-337.5	31	10	
512	212.5	-337.5	32	10	
513	237.5	-337.5	33	10	
514	262.5	-337.5	34	10	
515	287.5	-337.5	35	10	
516	312.5	-337.5	36	10	
517	337.5	-337.5	37	10	
518	362.5	-337.5	38	10	
519	387.5	-337.5	39	10	
520	412.5	-337.5	40	10	
521	437.5	-337.5	41	10	
522	462.5	-337.5	42	10	
523	487.5	-337.5	43	10	
524	512.5	-337.5	44	10	
525	537.5	-337.5	45	10	
526	562.5	-337.5	46	10	
527	587.5	-337.5	47	10	
528	-587.5	-312.5	0	11	
529	-562.5	-312.5	1	11	
530	-537.5	-312.5	2	11	
531	-512.5	-312.5	3	11	
532	-487.5	-312.5	4	11	
533	-462.5	-312.5	5	11	
534	-437.5	-312.5	6	11	
535	-412.5	-312.5	7	11	
536	-387.5	-312.5	8	11	
537	-362.5	-312.5	9	11	
538	-337.5	-312.5	10	11	
539	-312.5	-312.5	11	11	
540	-287.5	-312.5	12	11	
541	-262.5	-312.5	13	11	
542	-237.5	-312.5	14	11	
543	-212.5	-312.5	15	11	
544	-187.5	-312.5	16	11	
545	-162.5	-312.5	17	11	
546	-137.5	-312.5	18	11	
547	-112.5	-312.5	19	11	
548	-87.5	-312.5	20	11	
549	-62.5	-312.5	21	11	
550	-37.5	-312.5	22	11	
551	-12.5	-312.5	23	11	
552	12.5	-312.5	24	11	
553	37.5	-312.5	25	11	
554	62.5	-312.5	26	11	
555	87.5	-312.5	27	11	
556	112.5	-312.5	28	11	
557	137.5	-312.5	29	11	
558	162.5	-312.5	30	11	
559	187.5	-312.5	31	11	
560	212.5	-312.5	32	11	
561	237.5	-312.5	33	11	
562	262.5	-312.5	34	11	
563	287.5	-312.5	35	11	
564	312.5	-312.5	36	11	
565	337.5	-312.5	37	11	
566	362.5	-312.5	38	11	
567	387.5	-312.5	39	11	
568	412.5	-312.5	40	11	
569	437.5	-312.5	41	11	
570	462.5	-312.5	42	11	
571	487.5	-312.5	43	11	
572	512.5	-312.5	44	11	
573	537.5	-312.5	45	11	
574	562.5	-312.5	46	11	
575	587.5	-312.5	47	11	
576	-587.5	-287.5	0	12	
577	-562.5	-287.5	1	12	
578	-537.5	-287.5	2	12	
579	-512.5	-287.5	3	12	
580	-487.5	-287.5	4	12	
581	-462.5	-287.5	5	12	
582	-437.5	-287.5	6	12	
583	-412.5	-287.5	7	12	
584	-387.5	-287.5	8	12	
585	-362.5	-287.5	9	12	
586	-337.5	-287.5	10	12	
587	-312.5	-287.5	11	12	
588	-287.5	-287.5	12	12	
589	-262.5	-287.5	13	12	
590	-237.5	-287.5	14	12	
591	-212.5	-287.5	15	12	
592	-187.5	-287.5	16	12	
593	-162.5	-287.5	17	12	
594	-137.5	-287.5	18	12	
595	-112.5	-287.5	19	12	
596	-87.5	-287.5	20	12	
597	-62.5	-287.5	21	12	
598	-37.5	-287.5	22	12	
599	-12.5	-287.5	23	12	
600	12.5	-287.5	24	12	
601	37.5	-287.5	25	12	
602	62.5	-287.5	26	12	
603	87.5	-287.5	27	12	
604	112.5	-287.5	28	12	
605	137.5	-287.5	29	12	
606	162.5	-287.5	30	12	
607	187.5	-287.5	31	12	
608	212.5	-287.5	32	12	
609	237.5	-287.5	33	12	
610	262.5	-287.5	34	12	
611	287.5	-287.5	35	12	
612	312.5	-287.5	36	12	
613	337.5	-287.5	37	12	
614	362.5	-287.5	38	12	
615	387.5	-287.5	39	12	
616	412.5	-287.5	40	12	
617	437.5	-287.5	41	12	
618	462.5	-287.5	42	12	
619	487.5	-287.5	43	12	
620	512.5	-287.5	44	12	
621	537.5	-287.5	45	12	
622	562.5	-287.5	46	12	
623	587.5	-287.5	47	12	
624	-587.5	-262.5	0	13	
625	-562.5	-262.5	1	13	
626	-537.5	-262.5	2	13	
627	-512.5	-262.5	3	13	
628	-487.5	-262.5	4	13	
629	-462.5	-262.5	5	13	
630	-437.5	-262.5	6	13	
631	-412.5	-262.5	7	13	
632	-387.5	-262.5	8	13	
633	-362.5	-262.5	9	13	
634	-337.5	-262.5	10	13	
635	-312.5	-262.5	11	13	
636	-287.5	-262.5	12	13	
637	-262.5	-262.5	13	13	
638	-237.5	-262.5	14	13	
639	-212.5	-262.5	15	13	
640	-187.5	-262.5	16	13	
641	-162.5	-262.5	17	13	
642	-137.5	-262.5	18	13	
643	-112.5	-262.5	19	13	
644	-87.5	-262.5	20	13	
645	-62.5	-262.5	21	13	
646	-37.5	-262.5	22	13	
647	-12.5	-262.5	23	13	
648	12.5	-262.5	24	13	
649	37.5	-262.5	25	13	
650	62.5	-262.5	26	13	
651	87.5	-262.5	27	13	
652	112.5	-262.5	28	13	
653	137.5	-262.5	29	13	
654	162.5	-262.5	30	13	
655	187.5	-262.5	31	13	
656	212.5	-262.5	32	13	
657	237.5	-262.5	33	13	
658	262.5	-262.5	34	13	
659	287.5	-262.5	35	13	
660	312.5	-262.5	36	13	
661	337.5	-262.5	37	13	
662	362.5	-262.5	38	13	
663	387.5	-262.5	39	13	
664	412.5	-262.5	40	13	
665	437.5	-262.5	41	13	
666	462.5	-262.5	42	13	
667	487.5	-262.5	43	13	
668	512.5	-262.5	44	13	
669	537.5	-262.5	45	13	
670	562.5	-262.5	46	13	
671	587.5	-262.5	47	13	
672	-587.5	-237.5	0	14	
673	-562.5	-237.5	1	14	
674	-537.5	-237.5	2	14	
675	-512.5	-237.5	3	14	
676	-487.5	-237.5	4	14	
677	-462.5	-237.5	5	14	
678	-437.5	-237.5	6	14	
679	-412.5	-237.5	7	14	
680	-387.5	-237.5	8	14	
681	-362.5	-237.5	9	14	
682	-337.5	-237.5	10	14	
683	-312.5	-237.5	11	14	
684	-287.5	-237.5	12	14	
685	-262.5	-237.5	13	14	
686	-237.5	-237.5	14	14	
687	-212.5	-237.5	15	14	
688	-187.5	-237.5	16	14	
689	-162.5	-237.5	17	14	
690	-137.5	-237.5	18	14	
691	-112.5	-237.5	19	14	
692	-87.5	-237.5	20	14	
693	-62.5	-237.5	21	14	
694	-37.5	-237.5	22	14	
695	-12.5	-237.5	23	14	
696	12.5	-237.5	24	14	
697	37.5	-237.5	25	14	
698	62.5	-237.5	26	14	
699	87.5	-237.5	27	14	
700	112.5	-237.5	28	14	
701	137.5	-237.5	29	14	
702	162.5	-237.5	30	14	
703	187.5	-237.5	31	14	
704	212.5	-237.5	32	14	
705	237.5	-237.5	33	14	
706	262.5	-237.5	34	14	
707	287.5	-237.5	35	14	
708	312.5	-237.5	36	14	
709	337.5	-237.5	37	14	
710	362.5	-237.5	38	14	
711	387.5	-237.5	39	14	
712	412.5	-237.5	40	14	
713	437.5	-237.5	41	14	
714	462.5	-237.5	42	14	
715	487.5	-237.5	43	14	
716	512.5	-237.5	44	14	
717	537.5	-237.5	45	14	
718	562.5	-237.5	46	14	
719	587.5	-237.5	47	14	
720	-587.5	-212.5	0	15	
721	-562.5	-212.5	1	15	
722	-537.5	-212.5	2	15	
723	-512.5	-212.5	3	15	
724	-487.5	-212.5	4	15	
725	-462.5	-212.5	5	15	
726	-437.5	-212.5	6	15	
727	-412.5	-212.5	7	15	
728	-387.5	-212.5	8	15	
729	-362.5	-212.5	9	15	
730	-337.5	-212.5	10	15	
731	-312.5	-212.5	11	15	
732	-287.5	-212.5	12	15	
733	-262.5	-212.5	13	15	
734	-237.5	-212.5	14	15	
735	-212.5	-212.5	15	15	
736	-187.5	-212.5	16	15	
737	-162.5	-212.5	17	15	
738	-137.5	-212.5	18	15	
739	-112.5	-212.5	19	15	
740	-87.5	-212.5	20	15	
741	-62.5	-212.5	21	15	
742	-37.5	-212.5	22	15	
743	-12.5	-212.5	23	15	
744	12.5	-212.5	24	15	
745	37.5	-212.5	25	15	
746	62.5	-212.5	26	15	
747	87.5	-212.5	27	15	
748	112.5	-212.5	28	15	
749	137.5	-212.5	29	15	
750	162.5	-212.5	30	15	
751	187.5	-212.5	31	15	
752	212.5	-212.5	32	15	
753	237.5	-212.5	33	15	
754	262.5	-212.5	34	15	
755	287.5	-212.5	35	15	
